frame,occluded,evaluated,accept,reason,psr_bolme,psr_ratio,peak,dr_bin,dc_bin,resp00_over_peak,est_row,est_col,est_h,est_w,truth_row,truth_col,truth_h,truth_w,iou,centre_err,published,scale_idx,scale_conf,scale_reason,rails,accum_max,fch0_max,h_max,job,anchor,resp_max,rails_fch,rails_accum,rails_resp,rails_h,mask_ebox
0,0,0,0,ZERO_RESPONSE,0.0000,0.0000,0,0,0,0.0000,159.50,317.00,75.00,110.00,159.50,317.00,75.00,110.00,1.0000,0.00,1,0,0.0000,NOT_RUN,0,0,5240,16699,0,0,0,0,0,0,0,-1.0000
1,0,1,1,ACCEPT,56.4713,8.2741,1117,1,-1,0.6759,160.67,315.28,75.00,110.00,157.50,312.00,77.00,114.00,0.8691,4.56,1,0,3.2189,ACCEPT,0,960,4853,18923,0,0,1117,0,0,0,0,0.9356
2,0,1,1,ACCEPT,38.5374,3.3410,1019,1,-1,0.7360,161.84,313.56,75.00,110.00,161.00,318.00,78.00,116.00,0.8893,4.52,1,0,3.0883,ACCEPT,0,1116,4634,19768,0,0,1019,0,0,0,0,0.9368
3,0,1,1,ACCEPT,28.4307,1.8074,929,1,-1,0.5802,163.02,311.84,75.00,110.00,162.00,319.00,80.00,114.00,0.8271,7.23,1,0,3.1410,ACCEPT,0,1218,4413,20514,0,0,929,0,0,0,0,0.9376
4,0,1,1,ACCEPT,24.8164,1.5682,977,1,-1,0.6049,164.19,310.12,75.00,110.00,162.00,319.50,80.00,115.00,0.7961,9.63,1,0,3.0502,ACCEPT,0,1438,4247,20099,0,0,977,0,0,0,0,0.9382
5,0,1,1,ACCEPT,25.2067,1.7727,1092,1,-1,0.7125,165.36,308.41,75.00,110.00,165.50,321.50,77.00,117.00,0.7741,13.09,1,0,3.0058,ACCEPT,0,1561,4152,19771,0,0,1092,0,0,0,0,0.9389
6,0,1,1,ACCEPT,27.0792,1.9333,1189,0,-1,0.9260,165.36,306.69,75.00,110.00,166.50,322.50,79.00,119.00,0.7221,15.85,1,0,3.0372,ACCEPT,0,1558,3812,20021,0,0,1189,0,0,0,0,-1.0000
7,0,1,1,ACCEPT,29.5823,2.6681,1230,1,-1,0.7480,166.53,304.97,75.00,110.00,169.00,325.00,76.00,114.00,0.6587,20.18,1,0,2.9285,ACCEPT,0,1529,3643,21287,0,0,1230,0,0,0,0,-1.0000
8,0,1,1,ACCEPT,32.4580,3.1226,1452,-1,0,0.8871,165.36,304.97,75.00,110.00,167.00,328.00,80.00,116.00,0.6258,23.09,1,0,3.0614,ACCEPT,0,1605,3457,20708,0,0,1452,0,0,0,0,-1.0000
9,0,1,1,ACCEPT,32.3874,3.4713,1451,1,-1,0.9256,166.53,303.25,72.12,105.77,169.00,332.00,76.00,118.00,0.5591,28.86,1,-1,2.8437,ACCEPT,0,1596,3228,18408,0,0,1451,0,0,0,0,-1.0000
